hatchlingsEventId,species,eventDate,beachEventCount,offshoreEventCount,eventType,organizationId
9f3f8501-d583-4779-98d7-51276ef6a220,CM,2008-09-01,0,6,Released,b225dd24-1d37-4252-b989-e342a690968b
13de6b29-ab8d-470f-93bb-562ef540e3bc,CC,2008-09-01,0,398,Released,b225dd24-1d37-4252-b989-e342a690968b
ffbe109d-841b-45e8-ba35-8471dc06c75a,CC,2008-09-30,0,126,Released,b225dd24-1d37-4252-b989-e342a690968b
15857aaa-c8a0-4c6f-8c72-fb4a90c7d5e2,CM,2008-09-30,0,6,Released,b225dd24-1d37-4252-b989-e342a690968b
4dab2cb6-0234-4ded-957d-e598560928ad,CC,2008-11-05,0,6,Released,b225dd24-1d37-4252-b989-e342a690968b
c2e8e8d6-336c-4b24-acfd-0cbc89e263bc,CM,2008-11-05,0,6,Released,b225dd24-1d37-4252-b989-e342a690968b
