seaTurtleId|seaTurtleName|sidNumber|strandingIdNumber|species|dateAcquired|acquiredFrom|turtleSize|status|dateRelinquished|relinquishedTo|anomalies|injuryBoatStrike|injuryIntestinalImpaction|injuryLineEntanglement|injuryFishHook|injuryUpperRespiratory|injuryAnimalBite|injuryFibropapilloma|injuryMiscEpidemic|injuryDoa|injuryOther|wasCarryingTagsWhenEnc|recaptureType|tagReturnAddress|captureProjectType|didTurtleNest|captureProjectOther|acquiredCounty|acquiredLatitude|acquiredLongitude|relinquishedCounty|relinquishedLatitude|relinquishedLongitude|inspectedForTagScars|tagScarsLocated|scannedForPitTags|pitTagsScanFrequency|scannedForMagneticWires|magneticWiresLocated|inspectedForLivingTags|livingTagsLocated|brochureComments|brochureBackgroundColor|brochureImageFileAttachmentId
AAC0CA7F-9488-456D-AC38-6CA95AD7F226|Cc0741 Cracker|7139|MLB070704-01|CC|2007-07-04|Volusia Cty|Subadult|UR|2007-07-09|died|toxicosis, neuro?; old hook wound lower jaw|N|N|N|Y|Y|N|N|Y|N|N||||||||||||||||||||||-1|
B4A96892-BAB5-46B5-AAE5-0BBBCC41CBC7|Cm0742|7147|NMY070724-01|CM|2007-07-24|brevard cty cape canaveral|Juvenile|UR|2007-08-11|died|neurologic head tilt  hyperglycemic, tar in feces|N|Y|N|N|N|N|N|N|N|Y||||||||||||||||||||||-1|
A989E353-76DA-4A2A-810F-42BE6488B98E|Cm0743|7146|MLB070726-01|CM|2007-07-26|volusia cty daytona beach|Juvenile|UR|2007-07-27|died|blunt trauma fractures to right front carapace and plastron - boat hit|Y|N|N|N|N|N|N|N|N|N||||||||||||||||||||||-1|
2BEC732E-D7F1-4CC1-A650-0A6172FB1020|Cm0744 Lucie|7151|MLB070805-01|CM|2007-08-05|flagler cty|Juvenile|UR|2007-08-07|died|boat hit right side carapace and plastron, rff, right side head|Y|N|N|N|N|N|N|N|N|N||||||||||||||||||||||-1|
8FF49AB8-298E-4EF2-91AE-EB2E49531772|Cc0745 Eightball|7167|MSM070808-01|CC|2007-08-08|st johns cty anastasia park|Subadult|UR|2007-11-13|released|barnacle encrusted, slightly emaciated|N|Y|N|N|N|N|N|N|N|N||||||||||||||||||||||-1|
51B88D9D-8CFA-44F1-B8C8-180445A6C440|Cm0746 Jetty|7168|NMY070811-01|CM|2007-08-11|brevard cty jetty park|Juvenile|UR|2007-09-28|RELEASED|fish hook wounds right shoulder ventral side|N|N|N|Y|N|N|N|N|N|N||||||||||||||||||||||-1|
B4126048-948C-44CA-A8EA-EF19299F5BD0|Cc0747|7176|TTH070904-01|CC|2007-09-04|st johns county|Subadult|UR|2007-10-19|died|hyperglycemic, coma-like state, UI|N|N|N|N|Y|N|N|Y|N|N||||||||||||||||||||||-1|
8A0FD93D-5E5F-4B3E-B08F-D77E9593F5D0|Cm0748|7180|MLB070910-01|CM|2007-09-10|brevard cty cape canaveral|Juvenile|UR|2007-09-23|died|missing lrf, floating - rads show impaction|N|Y|N|N|N|N|N|N|N|Y||||||||||||||||||||||-1|
AAB2AE92-F24C-4753-A40B-2D0AC114C9D9|Cc0749 Big Mama|7211|MLB070930-01|CC|2007-09-30|Volusia cty, racings north turn|Adult|UR|2007-11-09|jekyll island, tx|barnacle encrusted, gooseneck; possible parasite|N|N|N|N|N|N|N|N|N|Y||||||||||||||||||||||-1|
A0CC2F62-2390-4D99-8148-3D81ADF8DA20|Cc0750 Spitfire|7212|MLB071001-01|CC|2007-10-01|volusia cty, 4537 s a1a|Subadult|UR|2007-12-03|transfer Jekyll Island|edema, moderate barnacles, hypoglycemic, left float and impaction|N|Y|N|N|N|N|N|N|N|N||||||||||||||||||||||-1|
AB69F34F-EE5C-4F2A-A935-BBDA341F3D33|Cm0751 Ginny|7213|MLB071021-01|CM|2007-10-21|palm coast|Juvenile|UR|||boat strike to left rear carapace and throught the tail/cloaca|Y|N|N|N|N|N|N|N|N|N|N||||||Flagler|29.74361|-81.27694||0|0|N||N||N||N|||-1|
327A3136-EDAA-484F-A10C-AE3D43156A4C|Cm0752|7221|MLB071028-00|CM|2007-10-28|volusia cty beach patrol|Juvenile|UR|2007-11-30|released|moderate barnacle coverage, green hair algae, lacerations above right eye and on rff|N|N|N|N|N|N|N|N|N|Y||||||||||||||||||||||-1|
595AAB93-F261-4E53-B8B8-12C3B7A1D5E4|Cc0753 Hellfire|7224|MLB071029-12|CC|2007-10-29|Flagler cty|Adult|UR|2007-11-28|released|carapace fracture, shell impacted|Y|Y|N|N|N|N|N|N|N|N||||||||||||||||||||||-1|
4A08A5C3-8F63-46CB-AC42-9045FF969810|Cc0754 Stewey|7225|MLB071031-01|CC|2007-10-31|volusia cty|Subadult|UR|2007-12-04|tx swf|shell impacted, severe floatation difficulties|N|Y|N|N|N|N|N|N|N|N||||||||||||||||||||||-1|
70A6C833-A0CF-4958-BC1A-57E7AECFB49E|Cc0755|7226|CJC071104-01|CC|2007-11-04|brevard cty|Subadult|UR|2008-01-21|died|hyperglycemic, 6 bpm HR, pneumonia, minimal response|N|N|N|N|Y|N|N|Y|N|N|N|||||||0|0||0|0|N||N||N||N|||-1|
DD15C4F0-7225-444D-8334-6BFB997B1BB4|Cc0756 LaLa|7239|CJC071114-01|CC|2007-11-14|brevard county canaveral|Subadult|UR|2008-01-11|released|shell impacted, anemic|N|Y|N|N|N|N|N|N|N|N||||||||||||||||||||||-1|
18B3A5FF-528C-4F3B-9AA4-195651076D8C|Cm0757|7240|MLB071119-01|CM|2007-11-19|volusia cty daytona|Juvenile|UR|2007-11-21|died|left rear strike, spinal and fractured lrf|Y|N|N|N|N|N|N|N|N|N||||||||||||||||||||||-1|
7C7FA2E4-4B79-4FB3-AFB7-63BB03EFBBB7|Cc0758 Barb C|7241|RDP071120-01|CC|2007-11-20|brevard cty|Subadult|UR|2007-12-21|released|moderate body weight, shell impacted|N|Y|N|N|N|N|N|N|N|N||||||||||||||||||||||-1|
73089770-91A2-4A06-B00E-94C89AA19F77|Cm0759|7251|MXR071124-01|CM|2007-11-25|Indian River County|Juvenile|UR|2007-11-26|died|paps covering both corneas and large growths on soft tissus|N|N|N|N|N|N|Y|N|N|N||||||||||||||||||||||-1|
497A0536-7A53-4E6A-B384-6719BDB764FC|Cc0760 Old Boots|7252|CJC071129-01|CC|2007-11-29|playalinda beach|Subadult|UR|2008-04-19|released|minor shell impaction, possible red tide|N|Y|N|N|Y|N|N|Y|N|N|N||||||Brevard|0|0|Volusia|0|0|N||N||N||N|||-1|
6602A284-17F4-4A28-99BA-6D1EEBE72800|Cm0761|7255|MLB071201-01|CM|2007-12-01|brevard cty|Juvenile|UR|2007-12-04|tx swf|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
148EDF53-1525-4E20-B029-C5EC086AAFB9|Cm0762|7256|MLB071201-02|CM|2007-12-01|brevard cty|Juvenile|UR|2007-12-04|tx swf|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
D5C03A5A-83F9-45C3-9ABF-B0280BAAD0F8|Cc0763 Patti|7257|MLB071201-03|CC|2007-12-01|volusia cty ormond by the sea|Adult|UR|2007-12-13|tx to clearwater|hypoglycemic, low hr, moderate small barnacle coverage|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
EE946B11-FDE7-46A6-AF6F-F3B352B9F17D|Cm0764|7258|DBH071201-03|CM|2007-12-01|brevard cty|Juvenile|UR|2007-12-04|tx swf|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
45A3E476-4DAB-45FE-B5E3-03A82D6FD262|Cm0765|7259|DBH071201-05|CM|2007-12-01|brevard cty|Juvenile|UR|2007-12-04|tx swf|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
0C9D7100-3650-4345-81FF-B82EDE34A090|Cm0766|7260|AAR071201-01|CM|2007-12-01|brevard cty|Juvenile|UR|2007-12-24|tx disney|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
A8517947-51A4-4208-BC39-2CA987C97A53|Cm0767|7261|AAR071202-01|CM|2007-12-02|brevard cty|Juvenile|UR|2007-12-04|tx swf|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
592E33AC-E59D-4775-9562-BD207BA7E51C|Cm0768|7262|AAR071202-02|CM|2007-12-02|brevard cty|Juvenile|UR|2007-12-13|tx to juno|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
2EF1B290-50A1-43DB-9B07-A1300D71AA1B|Cm0769|7263|DBH071202-01|CM|2007-12-02|brevard cty|Juvenile|UR|2008-01-09|tx to disney|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
3D42C5FE-1B82-45B9-90CE-B057DE2688EC|Cm0770|7264|DBH071202-04|CM|2007-12-02|brevard cty|Juvenile|UR|2008-01-09|tx to disney|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
5CD1E25A-8741-437B-853C-1958D3162C92|Cm0771|7265|DBH071202-03|CM|2007-12-02|bravard cty|Juvenile|UR|2008-01-09|tx to disney|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
1273A98D-5CFC-4EB6-A09C-9FA75F575D95|Cm0772|7266|DAB071202-01|CM|2007-12-02|brevard|Juvenile|UR|2008-01-09|tx to disney|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
DD377FC4-80FF-4ADC-BCDF-8F36576E2969|Cm0773|7267|DBH071202-06|CM|2007-12-02|Indian Harbor Beach|Juvenile|UR|2008-01-16|Paradise Beach|red tide|N|N|N|N|N|N|N|Y|N|N|N||||||Brevard|0|0|Brevard|0|0|N||N||N||N|||-1|
DF9092BE-C16D-45AE-9F59-7B3E391CDF6D|Cm0774|7268|AAR071202-03|CM|2007-12-02|Satellite Beach|Juvenile|UR|2008-01-16|Paradise Beach|red tide|N|N|N|N|N|N|N|Y|N|N|N||||||Brevard|0|0|Brevard|0|0|N||N||N||N|||-1|
630741ED-25E4-448C-B85B-86910BB4BC7B|Cm0775|7269|DBH071202-09|CM|2007-12-02|Milennium Park|Juvenile|UR|2008-01-16|Paradise Beach|red tide|N|N|N|N|N|N|N|Y|N|N|N||||||Brevard|0|0|Brevard|0|0|N||N||N||N|||-1|
747464A8-A7AE-41BD-8FC0-B18F0FD0A5A6|Cm0776|7270|DBH071202-08|CM|2007-12-02|brevard cty|Juvenile|UR|2007-12-24|tx disney|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
54583149-9C64-4B6A-ABE0-0D101D94BA9F|Cm0777|7271|DBH071202-07|CM|2007-12-02|brevard cty|Juvenile|UR|2007-12-24|tx disney|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
B6834822-0EDC-4C6B-8A18-0512FDFB7FF1|Cm0778|7283|AAR071203-02|CM|2007-12-03|brevard cty|Juvenile|UR|2007-12-24|tx disney|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
19E79ADF-2209-4586-A8DD-22CCA6401C04|Cm0779|7284|DBH071203-02|CM|2007-12-03|melbourne beach|Juvenile|UR|2008-01-16|Paradise Beach|RED TIDE|N|N|N|N|N|N|N|Y|N|N|N||||||Brevard|0|0|Brevard|0|0|N||N||N||N|||-1|
76F79CA3-7EC9-42AC-B6A6-1B4B1DF340C5|Cm0780|7285|DBH071202-10|CM|2007-12-03|BREVARD CTY|Juvenile|UR|2007-12-13|tx to juno|RED TIDE|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
7F8646F5-0956-408C-9E00-A568E3B8E729|Cm0781|7286|DBH011203-01|CM|2007-12-03|BREVARD CTY|Juvenile|UR|2007-12-13|tx to juno|RED TIDE|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
95E2F7FE-2C3E-4146-8B49-2557E948C404|Cc0782|7288|MLB071210-01|CC|2007-12-10|Volusia cty ormond by the sea|Subadult|UR|2007-12-13|transferred clearwater|barnacle bill|N|Y|N|N|N|N|N|N|N|N||||||||||||||||||||||-1|
A94108B0-DFA0-4BEC-AB33-33717A08661D|Cm0783|7289|TWW071210-01|CM|2007-12-10|Indian River Cty|Juvenile|UR|2007-12-13|transferred to clearwater|pap turtle|N|N|N|N|N|N|Y|N|N|N||||||||||||||||||||||-1|
21949271-3895-4DC1-A90E-30D75D0C84E4|Cm0782|7288|MLB071210-01|CC|2007-12-10|volusia ormond by the sea|Subadult|UR|2007-12-13|tx to clearwater|barnacle bill|N|Y|N|N|N|N|N|N|N|N||||||||||||||||||||||-1|
83D39B37-5DAB-43C7-A1BA-ABD1B7336A16|Cc0784|7291|MLB071214-01|CC|2007-12-14|Volusia Cty, NSB|Subadult|UR|2008-01-15|died|severe barnacle coverage, low hr, possible neurotoxin|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
B0B67B1C-567F-4BDB-85C9-75F3D3786713|Cm0785|7292|MLB071215-01|CM|2007-12-18|New Smyrna Beach|Juvenile|UR|2008-01-16|Paradise Beach|possible red tide|N|N|N|N|N|N|N|Y|N|N|N||||||Volusia|0|0|Brevard|0|0|N||N||N||N|||-1|
12714843-B65A-44B5-9E86-E42C9BAB95CD|Cm0786|7293|RDP071215-01|CM|2007-12-15|cocoa beach|Juvenile|UR|2008-01-16|Paradise Beach|possible red tide|N|N|N|N|N|N|N|Y|N|N|N||||||Brevard|0|0|Brevard|0|0|N||N||N||N|||-1|
6AB82CFE-EBA0-456C-B700-246E452D5DC0|Cm0787|7294|MLB071215-02|CM|2007-12-15|volusia cty, wilbur by the sea|Juvenile|UR|2008-03-21|pelican bay, satellite beach|possible red tide|N|N|N|N|N|N|N|Y|N|N|N|||||||0|0|Brevard|0|0|N||N||N||N|||-1|
1F2331EB-AC15-4BB5-AAFA-6602AF3B030C|Cm0788|7295|DBH071215-01|CM|2007-12-15|cocoa beach|Juvenile|UR|2008-01-16|Paradise Beach|possible red tide|N|N|N|N|N|N|N|Y|N|N|N||||||Brevard|0|0|Brevard|0|0|N||N||N||N|||-1|
6A368B7C-9364-432B-9A45-29A4EE324B7D|Cm0789|7296|MLB071215-01|CM|2007-12-15|cocoa beach|Juvenile|UR|2008-01-16|Paradise Beach|possible red tide|N|N|N|N|N|N|N|Y|N|N|N|||S|||Brevard|0|0|Brevard|0|0|N||N||N||N|||-1|
FC1C2557-719F-4C0E-A12D-87BFA24F9979|Cm0790|7297|MLB071216-01|CM|2007-12-16|brevard cty jetty park|Juvenile|UR|2007-12-21|tx juno beach|possible red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
6168E083-209B-45F9-A305-6F2B530D96F1|Cm0791|7298|MLB071220-01|CM|2007-12-20|New Smyrna Beach|Juvenile|UR|2008-02-24|1/2 mile south eau gallie blvd|old boat prop...rear floater, red tide|Y|Y|N|N|N|N|N|Y|N|N|N||||||Volusia|0|0|Brevard|0|0|N||N||N||N|||-1|
91E2EAB3-BF16-4627-9E2A-D26B22A5E026|CM0792|7299|MLB071220-02|CM|2007-12-20|flagler beach|Juvenile|UR|2008-02-10|died|boat hit head and upper carapace/spinal|Y|N|N|N|N|N|N|N|N|N|N||||||Flagler|0|0||0|0|N||N||N||N|||-1|
AEF9853E-05F0-4155-8B15-0A778960850D|Cm0793|7315|SLS071228-02|CM|2007-12-28|KSC|Juvenile|UR|2008-02-17|1/2 MILE SOUTH OF EAU GALLIE BLVD|red tide|N|N|N|N|N|N|N|Y|N|N|N||||||Brevard|28.37|-80.36|Brevard|0|0|N||N||N||N|||-1|
58D61725-35D5-4FC5-9368-5AA16FED1B1B|Cm0794|7316|RDP071228-01|CM|2007-12-28|Brevard Cty, Melbourne Beach|Juvenile|UR|2008-01-09|tx to disney|red tide|N|N|N|N|N|N|N|Y|N|N||||||||||||||||||||||-1|
2C2EC206-10DE-412A-803A-169A126387F1|Cm0801|-8001|MLB080104-01|CM|2008-01-04|Volusia Cty|Juvenile|UR|2008-01-05|died|emaciated, barnacle encrusted|N|N|N|N|N|N|N|N|N|Y||||||||||||||||||||||-1|
65E9BFE1-1B95-4FE5-8D08-DA38B7189F7E|Cm0802 Artemis|-8002|LAO080106-01|CM|2008-01-06|2620 s a1a|Juvenile|UR|2008-04-05|released flagler pier, 500 yds north|severe barnacle encrustation|N|N|N|N|Y|N|N|N|N|N|N||||||Flagler|29.26857|-81.06689|Flagler|0|0|N||N||N||N|||-1|
5E0F0DEA-9706-4AF0-9126-B80CD0891E5B|Cm0803|-8012|MLB080112-01|CM|2008-01-12|Ponce Inlet/New Smyrna Beach?|Juvenile|UR|2008-01-19|died|second vert boat hit fracture|Y|N|N|N|N|N|N|N|N|N|Y|D|playa del carmen mexico|S|||Volusia|0|0||0|0|N||N||N||N|||-1|
5C1C2FAD-1745-490A-B2C2-29732EB84BD9|Cm0806|-8109|RDP080122-02|CM|2008-01-22|Cocoa Beach|Juvenile|UR|2008-01-23|died|missing lff, hole into cavity, prop hit to carapace|Y|N|N|N|N|N|N|N|N|N|N||||||Brevard|2816.933|-8036.385||0|0|N||N||N||N|||-1|
1C02648B-6728-4770-8023-FC2664BAAF1E|Cm0804 Apollo|-8107|MAS08012101|CM|2008-01-21|Ponce Inlet|Juvenile|UR|2008-04-19|released 2 miles north ponce inlet|barnacle encrusted, uri|N|N|N|N|Y|N|N|Y|N|N|N||||||Volusia|0|0|Volusia|0|0|N||N||N||N|||-1|
BD77C7AF-0484-4EB5-B578-A513215A3BE1|Cm0805|-8108|RDP080122-01|CM|2008-01-22|Cocoa Beach|Juvenile|UR|2008-02-02|died|barnacle encrusted, uri|N|N|N|N|Y|N|N|Y|N|N|N||||||Brevard|0|0||0|0|N||N||N||N|||-1|
97C653D6-251A-4869-A4DF-369C0C9CB9AF|Cc0807 Twitchy|-8110|MLB080125-01|CC|2008-01-25|Ponce Inlet|Juvenile|UR|2008-04-27|released 2 miles north of ponce inlet|neurologic signs, hypoglycemic|N|N|N|N|Y|N|N|Y|N|N|N||||||Volusia|0|0|Volusia|0|0|N||N||N||N|||-1|
EF5D875A-89AE-4B7E-B1CC-95DFA2E479AB|Cm0808 Stevie|-8116|MLB080208-01|CM|2008-02-08|Palm Coast|Juvenile|UR|2008-03-05|died|found floating, covered in muck, minimal barnacles, edema, old rear carapace injury, healed|Y|Y|N|N|N|N|N|N|N|N|N||||||Flagler|29.74361|-81.27694||0|0|N||N||N||N|||-1|
2D255270-54F6-4AFC-944D-20038B82B048|Cm0809 Phoebe|-8117|MLB080210-01|CM|2008-02-10|3827 South A1A Daytona Beach Shores|Juvenile|UR|2008-05-22|wilbur by the sea, boat house|URI, severe barnacle encrustation, underweight, hypothermic|N|N|N|N|N|N|N|N|N|N|N||||||Volusia|0|0|Volusia|0|0|N||N||N||N|||-1|
F04EFDBD-B75F-4EC9-99B2-C0D8DF7F98A2|Cm0810 Asterick|-8118|MLB080211-01|CM|2008-02-11|Dunlawton and A1A Daytona Beach Shores|Juvenile|UR|2008-05-22|Wilbur Boat house, Wilbur by the Sea|URI, severe barnacle encrustation, hypothermic, hypoglycemic|N|N|N|N|Y|N|N|N|N|N|N||||||Volusia|0|0|Volusia|0|0|N||N||N||N|||-1|
60249F8F-2632-4434-8AAA-C1648FE7355B|Cm0811 Larry|-8124|MLB080217-01|CM|2008-02-17|2865 S. Ponte Vedre Blvd|Juvenile|UR|2008-05-06|released wilbur by the sea|heavy barnacle coverage, underweight, URI, gang green lesion lrf|N|N|N|N|Y|N|N|N|N|N|N||||||St. Johns|0|0|Volusia|0|0|N||N||N||N|||-1|
0FEB95DF-0498-4EA1-BD8D-3521CB485FB2|Cm0812 Dionysus|-8127|MLB080217-02|CM|2008-02-17|Lori Wilson Park|Juvenile|UR|2008-05-05|died|blunt trauma to head, fractured midline and to right eye|Y|N|N|N|N|N|N|N|N|N|N||||||Brevard|0|0||0|0|N||N||N||N|||-1|
90B3B94E-FB82-4B8E-ABB9-C8533B3AF273|Cm0813 Hera|-8128|MLB080220-01|CM|2008-02-20|flagler pier|Juvenile|UR|2008-04-05|released at flagler Pier 500 yds north|caught twice on fish hook, moderate barnacle coverage|N|N|N|Y|N|N|N|N|N|N|N||||||Flagler|0|0|Flagler|0|0|N||N||N||N|||-1|
A54D3F8B-0B6B-44F6-9D1E-3643C249C1B9|Cm0814 Hades|-8133|MLB080229-01|CM|2008-02-29|new smryna beach marine discovery center|Juvenile|UR|||floating, hypoglycemic, hypothermic|N|Y|N|N|Y|N|N|N|N|N|N||||||Volusia|0|0||0|0|N||N||N||N|||-1|
AF9DB8AC-CFBB-44C4-BB62-94440B3019FE|Cm0815 Ares|-8146|AKB080311-01|CM|2008-03-11|NSB south side jetty ponce inlet|Juvenile|UR|2008-04-13|released Wilbur Boat House|lacerations underside throat and tear, possible fish hook, URI, fecal impaction|N|Y|N|Y|Y|N|N|N|N|N|N||||||Volusia|0|0|Volusia|0|0|N||N||N||N|||-1|
5456CF3E-2FCA-44CF-99DB-6F5D34D1693C|Cm0816 Hermes|-8153|MLB080319-01|CM|2008-03-20|ponte vedra beach|Juvenile|UR|2008-03-30|died|emaciated, URI|N|Y|N|N|Y|N|N|N|N|N|N||||||St. Johns|30.20875|-81.36787||0|0|N||N||N||N|||-1|
568BABFA-A5B1-4A72-8655-5464EF6F1883|Cm0817 Aphrodite|-8154|CJC08032201|CM|2008-03-22|turtle mound mosquito lagoon|Juvenile|UR|2008-08-12|wilbur by the sea boat house|injury lff, possible hook, compound fractured radius and ulna|N|N|N|Y|N|N|N|N|N|N|N||||||Volusia|0|0|Volusia|0|0|N||N||N||N|||-1|
FE76AA37-F3E0-4659-9F10-BE5AB8AAAFFD|Cm0818 Karma|-8155|MLB080325-01|CM|2008-03-25|Ponce Inlet North Side|Juvenile|UR|2008-05-28|Wilbur by the sea Boat house|boat hit upper left carapace to plastron|Y|N|N|N|N|N|N|N|N|N|N||||||Volusia|0|0|Volusia|0|0|N||N||N||N|||-1|
19B27EC2-47A3-4E4F-9DEE-B3793C4DF6A9|Cm0819 Murphy|-8159|JXB080327-02|CM|2008-03-27|6 miles north st augustine inlet|Juvenile|UR|||severe facial fracture upper right mandible, multiple shark bite marks|Y|N|N|N|N|Y|N|N|N|N|N||||||St. Johns|0|0||0|0|N||N||N||N|||-1|
E5FEC462-E2B5-4519-86B4-0F5CE6400089|Cc0820 Aether|-8160|MLB080331-01|CC|2008-03-31|16th st ocean hammock resort|Subadult|UR|2008-06-10|released toronita approach wilbur by the sea|minimal barnacle coverage, floats, limp in water, hard to lift head to breath, no flipper movement ? paralysis|N|N|N|N|N|N|N|N|N|Y|N||||||Flagler|0|0|Volusia|0|0|N||N||N||N|||-1|
0696E148-4109-4C86-A566-073A7AAF6E19|Cm0821|-8161|TXH-080401-01|CM|2008-04-01|gate station|Juvenile|UR|2008-04-01|died|gang green lesions, emaciated, barnacle encrusted|N|N|N|N|N|N|N|Y|N|N|N||||||St. Johns|0|0||0|0|N||N||N||N|||-1|
92590B84-48FE-4578-8479-95E8F406FFFF|Cm0822 Sweet Pea|-8180|MLB080408-01|CM|2008-04-08|ormond beach area|Juvenile|UR|2008-04-16|died|emaciated, moderate barnacles, hypoglycemic|N|N|N|N|Y|N|N|N|N|N|N||||||Volusia|0|0||0|0|N||N||N||N|||-1|
DB3C2F7D-52B2-41C1-B156-D3E9F3F371AF|Cm0824 Britney|-8182|TXD080409-01|CM|2008-04-09|surfside park|Juvenile|UR|2008-05-01|died|URI, heavry barnacle coverage and hair algae|N|N|N|N|Y|N|N|N|N|N|N||||||St. Johns|29.92402|-81.29347||0|0|N||N||N||N|||-1|
BACD8182-568A-4AAD-B809-9450115DD944|Cm0826 Barnie|-8184|AXR080409-01|CM|2008-04-09|state hwy a1a and tampa ave melbourne beach|Juvenile|UR|2008-07-09|a1a and tampa ave (stps release)|fishing line entanglement rff, head and 90% amputation of lff|N|N|Y|N|N|N|N|N|N|N|N||||||Brevard|28.30444|34.38333|Brevard|28.30444|34.38333|N||N||N||N|||-1|
7856F2DE-BBEC-4704-B2A9-4C0BBE8A3AD8|Cm0823|-8181|MLB080409-01|CM|2008-04-09|4300 Block Ponce Inlet|Juvenile|UR|2008-04-09|died|URI, drowning by kids playing with on boogie board, died in 2 hrs|N|N|N|N|Y|N|N|N|N|N|N||||||Volusia|0|0||0|0|N||N||N||N|||-1|
